,Company,Location,Date,Job_Title,Subspecialty,Years_Experience,Total_Comp
1297,Microsoft,"Redmond, WA", 7/15/19,Principal SDE,ML / AI,,"$330,000"
1298,Qualcomm,"San Diego, CA", 7/15/19,Senior Staff Eng,Wireless,,"$215,000"
1299,MSFT,"Seattle, WA", 7/14/19,63,Full Stack,,"$200,000"
1300,PayPal,"San Jose, CA", 7/13/19,T27,API Development (Back-End),,"$540,000"
1301,PayPal,"San Jose, CA", 7/13/19,T27,API Development (Back-End),,"$539,000"
1302,Uber,"San Francisco, CA", 7/13/19,EM 2,API Development (Back-End),,"$620,000"
1303,Huawei,"Seattle, WA", 7/12/19,Director of engineering,Distributed Systems (Back-End),,"$400,000"
1304,EY,"Bucharest, BU, Romania", 7/12/19,Senior Manager,Full Stack,,"$75,000"
1305,VMware,"Palo Alto, CA", 7/11/19,senior manager of engineering,DevOps,,"$325,000"
1306,Square,"San Francisco, CA", 7/11/19,L6,DevOps,,"$426,000"
1307,Synopsys,"Mountain View, CA", 7/11/19,Senior manager,Tools,,"$275,000"
1308,Google,"New York, NY", 7/10/19,L5,API Development (Back-End),,"$410,000"
1309,Google,"Mountain View, C",| 7/9/19,L7,Distributed Systems (Back-End),,"$773,000"
1310,Microsoft,"Prague, PR, Czech Republi",| 7/9/19,66,Distributed Systems (Back-End),,"$224,000"
1311,Microsoft,"Mountain View, C",| 7/8/19,64,Full Stack,,"$250,000"
1312,Marqeta,"Oakland, C",| 7/7/19,Engineering Manager,API Development (Back-End),,"$195,000"
1313,Uber,"San Francisco, C",| 7/7/19,EM 2,Full Stack,,"$630,000"
1314,Google,"Mountain View, C",| 7/7/19,L7,Distributed Systems (Back-End),,"$650,000"
1315,Facebook,"Menlo Park, C",| 7/5/19,E6,iOS,,"$900,000"
1316,SAP,"Vancouver, BC, Canad",| 7/4/19,T2,Full Stack,,"$120,000"
1317,Microsoft,"Redmond, W",| 7/4/19,66,Distributed Systems (Back-End),,"$390,000"
1318,Amazon,"Seattle, W",| 7/2/19,L6 SDM,Mobile (iOS + Android),,"$350,000"
1319,Microsoft,"Redmond, W",| 7/2/19,67,Distributed Systems (Back-End),,"$510,000"
1320,Microsoft,"Redmond, W",| 7/1/19,64,Distributed Systems (Back-End),,"$314,000"
1321,Oracle,"Seattle, W",| 7/1/19,M4,Full Stack,,"$650,000"
1322,Splunk,"Boulder, CO", 6/30/19,M2,Distributed Systems (Back-End),,"$260,000"
1323,Facebook,"Menlo Park, CA", 6/29/19,M1,Full Stack,,"$490,000"
1324,AppFolio,"Santa Barbara, CA", 6/28/19,Director,Full Stack,,"$338,000"
1325,Accenture,"Chicago, IL", 6/27/19,6,Experience,,"$212,000"
1326,Amazon,"San Francisco, CA", 6/27/19,L6 SDM,Distributed Systems (Back-End),,"$400,000"
1327,Oracle,"Thiruvananthapuram, KL, India", 6/26/19,M2,Full Stack,,"$19,000"
1328,Autodesk,"San Francisco, CA", 6/26/19,Grade 14,Distributed Systems (Back-End),,"$280,000"
1329,Apple,"Cupertino, CA", 6/26/19,M2,Distributed Systems (Back-End),,"$450,000"
1330,SAP Concur,"Bellevue, WA", 6/26/19,SDM 3,Mobile (iOS + Android),,"$230,000"
1331,Amazon,"Seattle, WA", 6/26/19,L5,Networking,,"$300,000"
1332,Fitbit,"San Francisco, CA", 6/25/19,SDM3,Software Engineering Manager,,"$294,000"
1333,Qualcomm,"San Diego, CA", 6/24/19,sr staff mgr,modem,,"$345,000"
1334,microsoft,"Redmond, WA", 6/24/19,65,Distributed Systems (Back-End),,"$300,000"
1335,Qualcomm,"San Diego, CA", 6/24/19,Principal Engineer,Tools,,"$387,000"
1336,Microsoft,"Seattle, WA", 6/23/19,65,Distributed Systems (Back-End),,"$250,000"
1337,HBO,"Seattle, WA", 6/23/19,8,Full Stack,,"$400,000"
1338,VMware,"Palo Alto, CA", 6/22/19,Senior engineering manager,Distributed Systems (Back-End),,"$370,000"
1339,Capital One,"Vienna, VA", 6/22/19,Master Software Eng,Distributed Systems (Back-End),,"$147,000"
1340,Salesforce,"Bellevue, WA", 6/22/19,Senior Director,Full Stack,,"$400,000"
1341,Twitter,"Seattle, WA", 6/21/19,L6,Distributed Systems (Back-End),,"$390,000"
1342,Cadence,"Boston, MA", 6/20/19,Director,API Development (Back-End),,"$225,000"
1343,Google,"Seattle, WA", 6/20/19,Manager (L6),GCP,,"$440,000"
1344,Google,"Mountain View, CA", 6/19/19,Manager (L6),Distributed Systems (Back-End),,"$500,000"
1345,Microsoft,"Redmond, WA", 6/19/19,66,Distributed Systems (Back-End),,"$353,000"
1346,Amazon,"Tempe, AZ", 6/19/19,L6,Full Stack,,"$360,000"
1347,Cisco,"San Jose, CA", 6/19/19,Grade 10,Distributed Systems (Back-End),,"$240,000"
1348,Spotify,"Stockholm, ST, Sweden", 6/19/19,Engineering Manager II,Mobile (iOS + Android),,"$60,000"
1349,Amazon,"Seattle, WA", 6/18/19,L6,DevOps,,"$395,000"
1350,Google,"San Diego, CA", 6/18/19,Senior SWE,Full Stack,,"$200,000"
1351,Gojek,"Hanoi, HN, Vietnam", 6/18/19,6,Full Stack,,"$100,000"
1352,Zillow,"San Francisco, CA", 6/17/19,M3,Full Stack,,"$298,000"
1353,Oracle,"Seattle, WA", 6/17/19,M4,Distributed Systems (Back-End),,"$515,000"
1354,Capital One,"San Francisco, CA", 6/17/19,Senior Manager,API Development (Back-End),,"$222,000"
1355,Oracle,"Redwood City, CA", 6/17/19,M2,Full Stack,,"$250,000"
1356,oracle,"Redwood City, CA", 6/17/19,M3,Distributed Systems (Back-End),,"$239,000"
1357,Criteo,"Paris, IL, France", 6/17/19,SRE Lead 5,DevOps,,"$108,000"
1358,Amazon,"San Jose, CA", 6/17/19,L7,Networking,,"$540,000"
1359,Microsoft,"Redmond, WA", 6/17/19,65,Cloud,,"$303,000"
1360,Palo Alto Networks,"Santa Clara, CA", 6/17/19,QA Manager,Networking,,"$270,000"
1361,IBM,"Boston, MA", 6/17/19,9,Testing (SDET),,"$198,000"
1362,Google,"Boston, MA", 6/17/19,L4,DevOps,,"$220,000"
1363,Raytheon,"Sunnyvale, CA", 6/16/19,E5,DSP,,"$180,000"
1364,Facebook,"Seattle, WA", 6/16/19,M1,Full Stack,,"$505,000"
1365,Uber,"San Jose, CA", 6/16/19,EM 1,Full Stack,,"$400,000"
1366,Huawei,"Santa Clara, CA", 6/16/19,Sr Director,Distributed Systems (Back-End),,"$450,000"
1367,Amazon,"San Jose, CA", 6/16/19,L6 SDM,Mobile (iOS + Android),,"$275,000"
1368,Groupon,"Santa Clara, CA", 6/16/19,M4,Full Stack,,"$360,000"
1369,Cisco,"San Jose, CA", 6/16/19,Grade 10,Distributed Systems (Back-End),,"$240,000"
1370,Apple,"Sunnyvale, CA", 6/16/19,M3,ML / AI,,"$745,000"
1371,Adobe,"San Jose, CA", 6/16/19,Senior Software Engineer (4),DevOps,,"$350,000"
1372,JPMorgan Chase,"Jersey City, NJ", 6/16/19,Vice President,API Development (Back-End),,"$161,000"
1373,Amazon,"Seattle, WA", 6/16/19,L6 SDM,Distributed Systems (Back-End),,"$300,000"
1374,Experian,"San Jose, CA", 6/16/19,Senior,Distributed Systems (Back-End),,"$332,000"
1375,Apple,"Cupertino, CA", 6/15/19,M2,Web Development (Front-End),,"$258,000"
1376,Bloomberg,"New York, NY", 6/15/19,Team Lead,Distributed Systems (Back-End),,"$275,000"
1377,Intel,"Santa Clara, CA", 6/15/19,Grade 9,Networking,,"$270,000"
1378,Pivotal,"Sydney, NS, Australia", 6/15/19,Staff Engineer,Full Stack,,"$166,000"
1379,Kaiser Permanente,"Renton, WA", 6/15/19,Sr Manager,Web Development (Front-End),,"$150,000"
1380,Microsoft,"Redmond, WA", 6/15/19,65,ML / AI,,"$305,000"
1381,Pivotal,"San Francisco, CA", 6/15/19,P3,Full Stack,,"$150,000"
1382,Accenture,"Seattle, WA", 6/15/19,Associate Manager,Web Development (Front-End),,"$117,000"
1383,Fannie Mae,"Reston, VA", 6/15/19,L,DevOps,,"$220,000"
1384,VMware,"Palo Alto, CA", 6/15/19,Senior manager of engineering,Networking,,"$321,000"
1385,Dell,"Austin, TX", 6/15/19,M9,DevOps,,"$205,000"
1386,Oracle,"Seattle, WA", 6/15/19,M5,Distributed Systems (Back-End),,"$725,000"
1387,Oracle,"Arlington, TX", 6/15/19,M4,Full Stack,,"$290,000"
1388,IBM,"San Jose, CA", 6/15/19,Sr Software Engineer Manager,Distributed Systems (Back-End),,"$158,000"
1389,Indeed,"Austin, TX", 6/15/19,L3,Web Development (Front-End),,"$320,000"
1390,Dell,"Lenexa, KS", 6/15/19,Director,Full Stack,,"$287,000"
1391,Wayfair,"Berlin, BE, Germany", 6/15/19,L3,Android,,"$125,000"
1392,Salesforce,"Bellevue, WA", 6/15/19,Senior Director,Full Stack,,"$388,000"
1393,Salesforce,"Seattle, WA", 6/15/19,Senior Director,ML / AI,,"$500,000"
1394,Google,"Bangalore, KA, India", 6/14/19,SWE II,Web Development (Front-End),,"$195,000"
1395,Amazon,"Seattle, WA", 6/12/19,L6 SDM,Full Stack,,"$300,000"
1396,Intel,"Santa Clara, CA", 6/11/19,Grade 7,Full Stack,,"$190,000"
1397,Amazon,"Sunnyvale, CA", 6/11/19,L7,Full Stack,,"$450,000"
1398,Amazon,"Sunnyvale, CA", 6/11/19,L6 SDM,Distributed Systems (Back-End),,"$297,000"
1399,Facebook,"New York, NY", 6/11/19,M1,Full Stack,,"$514,000"
1400,Microsoft,"Seattle, W",| 6/9/19,67,Distributed Systems (Back-End),,"$400,000"
1401,Amazon,"Seattle, W",| 6/9/19,L6,None,,"$300,000"
1402,Amazon,"Seattle, W",| 6/8/19,L6,Full Stack,,"$240,000"
1403,GitHub,Remot,| 6/7/19,Senior Manager,DevOps,,"$410,000"
1404,Amazon,"Seattle, W",| 6/6/19,L6,Full Stack,,"$272,000"
1405,Accenture,"Washington, D",| 6/6/19,Manager,Distributed Systems (Back-End),,"$138,000"
1406,Amazon,"Seattle, W",| 6/6/19,L7,Distributed Systems (Back-End),,"$507,000"
1407,Amazon,"Seattle, W",| 6/6/19,L5,DevOps,,"$175,000"
1408,Microsoft,"Vancouver, BC, Canad",| 6/5/19,Senior Manager,Distributed Systems (Back-End),,"$150,000"
1409,EPAM,"Minsk, HM, Belaru",| 6/5/19,M2,DevOps,,"$65,000"
1410,Amazon,"Seattle, W",| 6/5/19,L7,Distributed Systems (Back-End),,"$497,000"
1411,Microsoft,"Redmond, W",| 6/4/19,65,Azure,,"$289,000"
1412,Xero,"New York, N",| 6/3/19,Senior,API Development (Back-End),,"$210,000"
1413,Apple,"Cupertino, C",| 6/1/19,M2,Testing (SDET),,"$475,000"
1414,Fiserv,"Dallas, TX", 5/31/19,Manager,Full Stack,,"$135,000"
1415,Facebook,"London, EN, United Kingdom", 5/31/19,M1,Networking,,"$292,000"
1416,Amazon,"New York, NY", 5/30/19,L8 Director,Full Stack,,"$850,000"
1417,Amazon,"Vancouver, BC, Canada", 5/27/19,L5,API Development (Back-End),,"$235,000"
1418,Wayfair,"Boston, MA", 5/26/19,L3,Full Stack,,"$230,000"
1419,Cloudera,"Palo Alto, CA", 5/25/19,M3,Distributed Systems (Back-End),,"$270,000"
1420,Broadcom,"Tel Aviv, TA, Israel", 5/25/19,Manager,Full Stack,,"$221,000"
1421,Microsoft,"Bellevue, WA", 5/24/19,65,ML / AI,,"$250,000"
1422,Cruise,"San Francisco, CA", 5/21/19,IC4,ML / AI,,"$370,000"
1423,Oracle,"Seattle, WA", 5/21/19,M3,Security,,"$270,000"
1424,Amazon,"Santa Clara, CA", 5/21/19,L6 SDM,ML / AI,,"$450,000"
1425,Oracle,"Santa Clara, CA", 5/21/19,M4,DevOps,,"$462,000"
1426,Grubhub,"Chicago, IL", 5/21/19,Director,Full Stack,,"$350,000"
1427,Amazon,"Seattle, WA", 5/19/19,L6 SDM,DevOps,,"$400,000"
1428,Google,"Mountain View, CA", 5/19/19,L7,Distributed Systems (Back-End),,"$590,000"
1429,Amazon,"Bangalore, KA, India", 5/18/19,L6 SDM,Distributed Systems (Back-End),,"$200,000"
1430,Facebook,"Seattle, WA", 5/14/19,M1,Full Stack,,"$444,000"
1431,Qualcomm,"San Diego, CA", 5/13/19,Principal Engineer,Networking,,"$290,000"
1432,Verizon,"New York, NY", 5/13/19,M4,Full Stack,,"$260,000"
1433,Amazon,"Boston, MA", 5/13/19,L6,Distributed Systems (Back-End),,"$315,000"
1434,IBM,"San Jose, CA", 5/12/19,9,ML / AI,,"$210,000"
1435,Qualcomm,"San Diego, CA", 5/11/19,Senior Staff Eng,Testing (SDET),,"$260,000"
1436,Etsy,"New York, NY", 5/11/19,M4,Full Stack,,"$415,000"
1437,Amazon,"New York, NY", 5/11/19,L7,Full Stack,,"$625,000"
1438,Microsoft,"Raleigh, NC", 5/11/19,65,Full Stack,,"$273,000"
1439,Amazon,"Seattle, WA", 5/11/19,L8,Distributed Systems (Back-End),,"$1,400,000"
1440,Qualcomm,"San Diego, CA", 5/10/19,Senior Staff Eng,Testing (SDET),,"$275,000"
1441,Amazon,"Seattle, WA", 5/10/19,6,Full Stack,,"$350,000"
1442,Cloudera,"Palo Alto, CA", 5/10/19,M3,Distributed Systems (Back-End),,"$268,000"
1443,SAP,"San Ramon, C",| 5/9/19,T4,Distributed Systems (Back-End),,"$198,000"
1444,Snap,"New York, N",| 5/9/19,L5,Android,,"$600,000"
1445,Amazon,"Seattle, W",| 5/8/19,L7,Full Stack,,"$520,000"
1446,PayPal,"San Jose, C",| 5/8/19,T26,Web Development (Front-End),,"$305,000"
1447,Amazon,"Seattle, W",| 5/8/19,SVP,AWS,,"$5,000,000"
1448,PayPal,"San Jose, C",| 5/8/19,T26,Mobile (iOS + Android),,"$350,000"
1449,Amazon,"Seattle, W",| 5/7/19,L6,Full Stack,,"$360,000"
1450,Google,"Mountain View, C",| 5/7/19,SVP,Svp,,"$661,000"
1451,cloudera,"Austin, T",| 5/7/19,M3,Full Stack,,"$250,000"
1452,Amazon,"San Francisco, C",| 5/6/19,Manager,Web Development (Front-End),,"$200,000"
1453,Google,"Mountain View, C",| 5/5/19,L7,Full Stack,,"$700,000"
1454,LinkedIn,"Sunnyvale, C",| 5/5/19,Senior Engineering Manager,Full Stack,,"$700,000"
1455,Amazon,"New York, N",| 5/4/19,L6 SDM,Full Stack,,"$430,000"
1456,Bloomberg,"New York, N",| 5/4/19,Team Leader,API Development (Back-End),,"$360,000"
1457,Amazon,"Sunnyvale, C",| 5/4/19,L7,API Development (Back-End),,"$600,000"
1458,Google,"Mountain View, C",| 5/3/19,7,DevOps,,"$500,000"
1459,Microsoft,"Redmond, WA", 4/30/19,65,Full Stack,,"$330,000"
1460,Amazon,"Sunnyvale, CA", 4/29/19,L7,Distributed Systems (Back-End),,"$520,000"
1461,Snapchat,"San Francisco, CA", 4/29/19,L6,Full Stack,,"$900,000"
1462,SAP,"Seattle, WA", 4/29/19,T4,Mid Level Management,,"$270,000"
1463,Walmart Labs,"Sunnyvale, CA", 4/28/19,Senior Engineering Manager,Distributed Systems (Back-End),,"$365,000"
1464,Google,"Seattle, WA", 4/28/19,Manager (L6),Testing (SDET),,"$410,000"
1465,Groupon,"Santa Clara, CA", 4/26/19,Senior Manager,ML / AI,,"$350,000"
1466,Microsoft,"Redmond, WA", 4/26/19,65,Distributed Systems (Back-End),,"$325,000"
1467,Amazon,"Seattle, WA", 4/24/19,7,Distributed Systems (Back-End),,"$550,000"
1468,Amazon,"Seattle, WA", 4/24/19,L8,Distributed Systems (Back-End),,"$650,000"
1469,Microsoft,"Redmond, WA", 4/22/19,66,Networking,,"$440,000"
1470,Amazon,"Seattle, WA", 4/21/19,L7,Distributed Systems (Back-End),,"$600,000"
1471,Amazon,"San Francisco, CA", 4/20/19,L6 SDM,Distributed Systems (Back-End),,"$386,000"
1472,Amazon,"Seattle, WA", 4/20/19,Software Dev Manager,Full Stack,,"$350,000"
1473,Amazon,"Boston, MA", 4/20/19,L6 SDM,Full Stack,,"$350,000"
1474,Amazon,"San Francisco, CA", 4/20/19,L7,Full Stack,,"$890,000"
1475,Yandex,"Moscow, MC, Russia", 4/20/19,G18,Distributed Systems (Back-End),,"$109,000"
1476,Oracle,"Bangalore, KA, India", 4/18/19,M2,Full Stack,,"$40,000"
1477,Amazon,"Seattle, WA", 4/17/19,L7,Distributed Systems (Back-End),,"$525,000"
1478,Facebook,"Menlo Park, CA", 4/14/19,M1,Full Stack,,"$514,000"
1479,Apple,"Cupertino, CA", 4/14/19,ICT4,ML / AI,,"$310,000"
1480,Amazon,"Seattle, WA", 4/14/19,L6 SDM,Full Stack,,"$285,000"
1481,PayPal,"Chicago, IL", 4/14/19,T26,Full Stack,,"$260,000"
1482,Microsoft,"Mountain View, CA", 4/14/19,65,Systems,,"$360,000"
1483,Microsoft,"Redmond, WA", 4/13/19,Principal EM,Full Stack,,"$332,000"
1484,Amazon,"San Francisco, CA", 4/13/19,L7,Distributed Systems (Back-End),,"$480,000"
1485,Amazon,"Reston, VA", 4/12/19,L6 SDM,DevOps,,"$315,000"
1486,Amazon,"Seattle, WA", 4/12/19,L6,Distributed Systems (Back-End),,"$400,000"
1487,Pandora,"Oakland, CA", 4/11/19,Manager,DevOps,,"$240,000"
1488,Amazon,"Seattle, WA", 4/11/19,L7,Distributed Systems (Back-End),,"$560,000"
1489,Microsoft,"Redmond, WA", 4/11/19,66,Distributed Systems (Back-End),,"$320,000"
1490,Amazon,"Seattle, WA", 4/11/19,L5 SDM,API Development (Back-End),,"$280,000"
1491,Amazon,"Seattle, WA", 4/11/19,L5,API Development (Back-End),,"$280,000"
1492,Microsoft,"Seattle, WA", 4/10/19,67,Distributed Systems (Back-End),,"$450,000"
1493,Pivotal,"Toronto, ON, Canada", 4/10/19,P4,Distributed Systems (Back-End),,"$120,000"
1494,Intel,"Santa Clara, C",| 4/8/19,8,Distributed Systems (Back-End),,"$270,000"
1495,Groupon,"Santa Clara, C",| 4/8/19,Sr. Software Engineering Manager,API Development (Back-End),,"$290,000"
1496,Facebook,"San Francisco, C",| 4/7/19,M1,Full Stack,,"$848,000"
1497,Nokia,"Mountain View, C",| 4/7/19,Director,Networking,,"$500,000"
1498,Google,"Seattle, W",| 4/7/19,L7,Full Stack,,"$998,000"
1499,Amazon,"Santa Clara, C",| 4/6/19,L6 SDM,ML / AI,,"$430,000"
1500,Amazon,"Seattle, W",| 4/5/19,L6,Full Stack,,"$310,000"
1501,Walmart,"New York, N",| 4/5/19,X8,Distributed Systems (Back-End),,"$500,000"
1502,Microsoft,"Redmond, W",| 4/5/19,64,Full Stack,,"$225,000"
1503,cisco systems,"San Jose, C",| 4/5/19,12,Distributed Systems (Back-End),,"$250,000"
1504,Visa,"Palo Alto, C",| 4/4/19,L7,API Development (Back-End),,"$125,000"
1505,Uber,"San Francisco, C",| 4/4/19,5a,Full Stack,,"$457,000"
1506,Adobe,"San Jose, C",| 4/4/19,Software development director,Distributed Systems (Back-End),,"$330,000"
1507,Microsoft,"Redmond, W",| 4/4/19,67,Distributed Systems (Back-End),,"$440,000"
1508,Microsoft,"Redmond, W",| 4/4/19,67,Distributed Systems (Back-End),,"$440,000"
1509,Amazon,"Seattle, W",| 4/3/19,L6 SDM,Distributed Systems (Back-End),,"$350,000"
1510,Zillow,"Seattle, W",| 4/3/19,M4,API Development (Back-End),,"$325,000"
1511,Amazon,"Irvine, C",| 4/3/19,L7,Full Stack,,"$615,000"
1512,Amazon,"Seattle, W",| 4/3/19,L6,Full Stack,,"$300,000"
1513,Apple,"Sunnyvale, C",| 4/3/19,MGR1,Security,,"$635,000"
1514,Symantec,"Mountain View, C",| 4/2/19,Senior Director,Full Stack,,"$407,000"
1515,Apple,"Cupertino, C",| 4/2/19,ICT4,iOS,,"$250,000"
1516,Procore,"Santa Barbara, C",| 4/1/19,Software Engineering Manager,DevOps,,"$180,000"
1517,Amazon,"Seattle, W",| 4/1/19,L7,Full Stack,,"$590,000"
1518,Amazon,"San Francisco, CA", 3/31/19,L6 SDM,Mobile (iOS + Android),,"$230,000"
1519,Oracle,"Seattle, WA", 3/31/19,M4,Distributed Systems (Back-End),,"$500,000"
1520,Microsoft,"Redmond, WA", 3/31/19,65,Full Stack,,"$385,000"
1521,Microsoft,"Redmond, WA", 3/31/19,65,Distributed Systems (Back-End),,"$260,000"
1522,Apple,"Cupertino, CA", 3/30/19,EM2,API Development (Back-End),,"$450,000"
1523,Amazon,"Santa Monica, CA", 3/30/19,L6 SDM,Mobile (iOS + Android),,"$310,000"
1524,Amazon,"Cambridge, MA", 3/30/19,L6,ML / AI,,"$285,000"
1525,Adobe,"San Jose, CA", 3/30/19,M3,Distributed Systems (Back-End),,"$242,000"
1526,Amazon,"Seattle, WA", 3/29/19,L6,Distributed Systems (Back-End),,"$290,000"
1527,Bloomberg,"New York, NY", 3/28/19,Senior Manager,Distributed Systems (Back-End),,"$320,000"
1528,Amazon,"Seattle, WA", 3/27/19,L6 SDM,DevOps,,"$340,000"
1529,Amazon,"Sunnyvale, CA", 3/27/19,L6 SDM,ML / AI,,"$238,000"
1530,Amazon,"Seattle, WA", 3/26/19,L7,Full Stack,,"$500,000"
1531,VMware,"Palo Alto, CA", 3/25/19,Development Manager,Distributed Systems (Back-End),,"$285,000"
1532,Capital One,"San Francisco, CA", 3/25/19,Senior Engineering Manager,Full Stack,,"$189,000"
1533,Pinterest,"San Francisco, CA", 3/25/19,L6,Full Stack,,"$840,000"
1534,Amazon,"Seattle, WA", 3/25/19,L7,ML / AI,,"$780,000"
1535,Google,"New York, NY", 3/25/19,L6,Full Stack,,"$433,000"
1536,Google,"Sunnyvale, CA", 3/23/19,L6,Tools,,"$475,000"
1537,PayPal,"San Jose, CA", 3/22/19,Mts 2,API Development (Back-End),,"$227,000"
1538,Starbucks,"Seattle, WA", 3/22/19,28,API Development (Back-End),,"$235,000"
1539,SAP,"San Ramon, CA", 3/22/19,T4,Distributed Systems (Back-End),,"$250,000"
1540,Microsoft,"Seattle, WA", 3/22/19,64,DevOps,,"$270,000"
1541,Apple,"Cupertino, CA", 3/21/19,M2,iOS,,"$420,000"
1542,paypal,"San Jose, CA", 3/21/19,27,Distributed Systems (Back-End),,"$450,000"
1543,Oracle,"San Francisco, CA", 3/21/19,VP,API Development (Back-End),,"$350,000"
1544,Google,"Mountain View, CA", 3/20/19,L6,ML / AI,,"$550,000"
1545,Microsoft,"Seattle, WA", 3/20/19,65,DevOps,,"$341,000"
1546,Microsoft,"Seattle, WA", 3/20/19,65,DevOps,,"$340,000"
1547,Apple,"Cupertino, CA", 3/20/19,M2,Security,,"$430,000"
1548,Facebook,"Menlo Park, CA", 3/20/19,M1,Mobile (iOS + Android),,"$570,000"
1549,Apple,"Sunnyvale, CA", 3/19/19,ICT4,Distributed Systems (Back-End),,"$250,000"
1550,LinkedIn,"Bangalore, KA, India", 3/19/19,Ic,Web Development (Front-End),,"$140,000"
1551,Amazon,"Seattle, WA", 3/18/19,L6 SDM,ML / AI,,"$383,000"
1552,Salesforce,"Bellevue, WA", 3/17/19,Senior Director,Full Stack,,"$400,000"
1553,Microsoft,"Redmond, WA", 3/17/19,67,Distributed Systems (Back-End),,"$495,000"
1554,Google,"New York, NY", 3/17/19,L6,Security,,"$465,000"
1555,Amazon,"Seattle, WA", 3/16/19,L6 SDM,Distributed Systems (Back-End),,"$385,000"
1556,Amazon,"Seattle, WA", 3/16/19,L6 SDM,Distributed Systems (Back-End),,"$400,000"
1557,Uber,"San Francisco, CA", 3/16/19,EM 2,API Development (Back-End),,"$505,000"
1558,Apple,"Cupertino, CA", 3/15/19,M,ML / AI,,"$500,000"
1559,Amazon,"Seattle, WA", 3/15/19,L6,API Development (Back-End),,"$240,000"
1560,Microsoft,"Redmond, WA", 3/15/19,66,Distributed Systems (Back-End),,"$380,000"
1561,LinkedIn,"Mountain View, CA", 3/15/19,Engineering Manager,Full Stack,,"$450,000"
1562,eBay,"San Jose, CA", 3/14/19,MTS 2,Full Stack,,"$265,000"
1563,Uber,"Palo Alto, CA", 3/14/19,5b,Distributed Systems (Back-End),,"$635,000"
1564,Adobe,"San Francisco, CA", 3/14/19,SDEM4,Full Stack,,"$380,000"
1565,Goldman Sachs,"New York, NY", 3/13/19,Executive Director / Vice-President,Distributed Systems (Back-End),,"$400,000"
1566,Amazon,"Seattle, WA", 3/13/19,L5 SDM,Full Stack,,"$230,000"
1567,Uber,"New York, NY", 3/13/19,5b,Distributed Systems (Back-End),,"$620,000"
1568,Uber,"New York, NY", 3/13/19,5b,Distributed Systems (Back-End),,"$620,000"
1569,Square,"San Francisco, CA", 3/13/19,L6,DevOps,,"$365,000"
1570,Oracle,"Seattle, WA", 3/12/19,M5,Architect,,"$400,000"
1571,Uber,"Seattle, WA", 3/12/19,5b,Distributed Systems (Back-End),,"$600,000"
1572,Amazon,"Seattle, WA", 3/12/19,L7,Distributed Systems (Back-End),,"$602,000"
1573,Amazon,"Seattle, WA", 3/12/19,L6 SDM,API Development (Back-End),,"$290,000"
1574,Pandora,"Oakland, CA", 3/11/19,Manager,DevOps,,"$240,000"
1575,Pandora,"Oakland, CA", 3/11/19,Manager,DevOps,,"$240,000"
1576,Pandora,"Oakland, CA", 3/11/19,Manager,DevOps,,"$240,000"
1577,Apple,"Cupertino, C",| 3/9/19,M2,iOS,,"$390,000"
1578,Lyft,"San Francisco, C",| 3/9/19,T6,ML / AI,,"$503,000"
1579,Microsoft,"Redmond, W",| 3/9/19,66,Mobile (iOS + Android),,"$356,000"
1580,Microsoft,"San Francisco, C",| 3/8/19,65,ML / AI,,"$302,000"
1581,amazon,"Seattle, W",| 3/8/19,L7,ML / AI,,"$780,000"
1582,LinkedIn,"Mountain View, C",| 3/7/19,Senior Staff Software Engineer,Distributed Systems (Back-End),,"$580,000"
1583,Apple,"Cupertino, C",| 3/7/19,M2,Distributed Systems (Back-End),,"$400,000"
1584,IBM,"Denver, C",| 3/7/19,L8,ML / AI,,"$154,000"
1585,Facebook,"Menlo Park, C",| 3/6/19,M1,Distributed Systems (Back-End),,"$550,000"
1586,IBM,"Boston, M",| 3/6/19,Band 9,API Development (Back-End),,"$155,000"
1587,Linkedin,"Sunnyvale, C",| 3/6/19,Software Engineering manager,Engineering Manager,,"$461,000"
1588,IBM,"New York, N",| 3/6/19,STSM,API Development (Back-End),,"$210,000"
1589,Amazon,"Seattle, W",| 3/5/19,L5,Full Stack,,"$244,000"
1590,Amazon,"Seattle, W",| 3/5/19,L5,Full Stack,,"$244,000"
1591,Amazon,"Seattle, W",| 3/5/19,L5,Full Stack,,"$244,000"
1592,Amazon,"Seattle, W",| 3/5/19,L6 SDM,Robotics,,"$310,000"
1593,Facebook,"San Francisco, C",| 3/5/19,M1,Full Stack,,"$532,000"
1594,Capital One,"Richmond, V",| 3/5/19,Director of Software Eng,Security,,"$242,000"
1595,Amazon,"Seattle, W",| 3/4/19,L6 SDM,Full Stack,,"$330,000"
1596,Oracle,"Santa Clara, C",| 3/4/19,M4,Distributed Systems (Back-End),,"$460,000"
1597,KPMG,"Ellicott City, M",| 3/4/19,Managing Director,ML / AI,,"$380,000"
1598,IBM,"Boston, M",| 3/4/19,9,Distributed Systems (Back-End),,"$155,000"
1599,Microsoft,"Redmond, W",| 3/3/19,66,Distributed Systems (Back-End),,"$350,000"
1600,JCPenney,"Plano, T",| 3/3/19,L6,API Development (Back-End),,"$220,000"
1601,Amazon,"Seattle, W",| 3/3/19,L7,ML / AI,,"$600,000"
1602,Qualcomm,"San Diego, C",| 3/3/19,Director,Networking,,"$300,000"
1603,Amazon,"Cupertino, C",| 3/2/19,L6,Distributed Systems (Back-End),,"$385,000"
